8477:245,17,4268,58,654,6,518,61,15,616
8491:226,138,56633,394,70,17,302,654,76,616
8499:245,4268,103,518,5117,61,15,542,17,2302
8500:25551,10463,40596,3926,4455,4244,54878,60193,50294,8418
8510:61,518,84,17,8,1023,1102,542,1471,902
8513:518,327,787,101,656,17,1405,654,616,188
8517:8787,57092,25041,29782,4015,48123,1050,394,8754,87129
8530:302,17,654,58,518,650,616,8,486,32
8531:58,61,76,302,654,84,616,564,322,17
8534:398,2447,4941,4126,16155,11644,11641,5598,37386,3829
8536:17,1057,518,1119,787,1382,84,327,8,616
8537:29,76,8,302,616,58,84,654,17,866
8552:17,302,654,76,616,58,8,866,84,29
8569:1352,1523,108506,18082,58034,31598,88547,81619,82329,891
8578:106,84,14152,1023,518,2816,1131,616,17,1957
8581:236,3448,17,302,776,10075,12253,364,14750,23581
8582:17,302,654,616,787,285,301,542,65,58
8600:1023,17,84,32,616,508,656,70,873,245
8603:6503,15921,51517,12724,8660,17,866,908,1495,3017
8635:17,58,654,302,289,518,61,542,787,8
8636:31528,58,302,616,654,1109,224,6,1561,1983
8637:17,302,654,76,616,58,8,866,84,29
8644:302,616,17,15,650,8,542,58,486,518
8651:48,17,84,1187,245,508,518,354,496,302
8660:654,302,17,70,1023,245,518,29,402,61
8670:58,542,654,17,780,70,302,1535,1023,138
8681:15,616,508,245,483,650,8,58,788,542
8692:70,81,226,986,500,731,1884,1023,76,17
8711:17,302,654,76,616,58,8,866,84,29
8717:3819,6593,17071,12691,5767,1217,3429,7585,394,9597
8718:262,310,14685,31844,25276,7075,2430,493,285,25706
8719:302,17,58,654,616,162,29,564,1245,62
8735:276,6456,4228,4864,9041,18386,37149,15228,14657,11450
8736:17,238,508,650,564,2139,182,224,58,8
8746:17,58,62,654,650,616,787,302,224,518
8747:17,654,518,58,616,302,354,363,8,285
8755:86870,23182,17,302,654,76,616,58,8,866
8760:518,616,15,486,787,302,654,8,1511,902
8765:17,302,654,76,616,58,8,866,84,29
8768:826,262,1987,616,2955,542,718,472,1471,1410
8771:1119,76,518,17,1187,8,891,564,84,245
8774:84,17,518,486,616,1102,302,654,554,542
8782:168,5557,1400,11255,8860,719,8733,661,2153,574
8788:10769,500,70,1565,81,101,17,1471,1065,518
8789:84,8,29,654,866,17,302,76,58,616
8790:9289,3471,27241,11563,6503,1435,1344,17,1382,19302
8802:302,616,564,542,654,356,17,8,58,289
8810:1539,11268,931,44797,342,6,1471,873,542,6397
8812:81,226,140,1749,380,4021,500,4048,17,780
8822:8725,5419,10732,48867,1939,69534,47707,62211,49866,109852
8825:29,76,866,8,302,58,84,17,616,654
8844:2121,224,84,518,138,873,331,1348,13449,17
8850:4755,1527,3107,2880,1712,10041,6266,1923,12990,30505
8852:17,654,518,70,84,354,302,616,15,289
8862:17,245,616,518,1023,931,542,999,486,70
8863:302,17,58,654,616,162,29,564,1245,62
8868:17,1102,8,518,654,302,1023,736,301,902
8870:17,302,58,84,29,616,8,518,736,62
8872:518,17,736,654,245,65,131,15,486,364
8877:518,17,542,8,616,103,787,302,289,15
8889:508,2200,17,84,8,518,81,226,902,616
8890:1281,13189,1196,542,41685,1624,162,63182,179,32933
8900:17,62,302,616,518,58,301,654,650,289
8906:1405,17,508,8,1023,656,70,101,616,518
8912:17,654,518,70,84,354,302,616,15,289
8913:840,157,10541,197,14793,5627,2548,5111,27070,8069
8915:508,564,65,1382,2200,518,1023,17,500,15
8916:542,15,1535,518,616,1405,654,364,302,1511
8920:81,17,616,226,70,654,731,302,1023,1511
8924:3688,4715,1065,4696,15724,12458,4137,1002,7019,12536
8931:17,518,61,58,483,15,29,245,736,1050
8935:17,616,302,518,58,8,564,224,236,289
8936:54180,40588,6306,89051,736,17,302,654,76,616
8958:17,518,8,616,542,302,58,787,1023,62
8984:9738,6659,17,302,654,76,616,58,8,866
9000:17,616,58,654,302,564,62,542,518,8
9001:58,616,94,245,224,601,8694,76,17,15
9013:29,84,58,8,17,302,654,616,76,650
9024:542,518,58,616,302,736,8,15,654,650
9079:508,81,17,650,245,616,15,518,302,364
9085:48,899,17,245,891,1119,875,518,496,84
9096:4755,3172,3107,1527,508,378,131,17,61,1471
9098:1405,616,363,364,518,15,698,654,787,542
9106:654,84,302,58,650,1102,301,29,518,8
9111:654,84,302,58,650,1102,301,29,518,8
9122:302,17,654,58,861,787,394,76,190,84
9128:17,654,518,58,616,302,354,363,8,285
9135:654,29,302,8,866,76,58,17,84,616
9141:931,245,226,17,76,710,10041,1352,1126,1987
9152:17,15,58,616,654,84,302,518,8,94
9155:18994,3290,77753,4320,103141,35426,103305,8409,86151,3817
9157:17,302,654,76,616,58,8,866,84,29
9158:2971,2215,5421,2626,3383,1622,9112,3025,30634,654
9159:17,302,6,616,654,32,15,61,301,119
9160:189,3107,1527,1712,17,650,2139,226,616,564
9161:5480,984,8860,168,7838,3601,719,661,10267,1326
9171:984,1069,168,2888,5557,719,2370,1460,27361,2660
9173:17,76,564,654,616,245,70,508,101,61
9200:4621,3787,25342,52378,9573,14671,27781,22719,70182,45041
9224:899,24330,3521,35092,28325,9003,6,226,2704,219
9225:866,17,654,354,302,58,1023,76,301,1462
9233:18708,21029,22867,42657,21795,22776,6383,42069,15373,17
9236:17,15,94,364,322,32,542,103,402,656
9237:616,15,17,302,654,58,1196,61,787,542
9238:654,84,302,58,650,1102,301,29,518,8
9245:25222,3629,45046,5607,38843,54423,41005,1412,11129,26818
9249:17,518,245,15,616,1405,656,2076,8,58
9256:17,654,518,58,616,302,354,363,8,285
9276:17,654,302,616,285,58,101,650,518,61
9288:327,65,6793,1126,1405,518,967,17,1023,496
9290:17,947,94,65,245,616,4542,908,4919,301
9291:302,616,17,15,650,8,542,58,486,518
9310:58,650,62,245,17,616,654,8,1140,15
9312:17,245,15,364,616,654,508,1405,58,131
9313:518,616,58,17,542,486,654,787,15,302
9331:52132,64240,85508,11246,3146,5545,37294,4875,28740,17380
9333:2939,4993,7334,353,30259,2739,34582,62433,4268,10869
9350:616,17,654,302,8,76,289,518,285,101
9357:80021,83385,9760,20184,7585,986,17,302,654,76
9359:302,17,58,654,616,162,29,564,1535,1245
9364:58,140,76,650,262,787,780,1126,17,616
9368:888,9767,80322,3137,199,26421,3718,38319,62851,2527
9369:518,654,76,542,245,17,15,65,58,616
9371:17,1023,518,616,654,302,736,84,496,787
9381:1913,76,17,508,1023,226,354,70,131,616
9389:6,18077,7194,32076,39645,7560,322,72606,2939,63225
9394:654,17,616,58,518,84,29,8,650,736
9400:4162,5604,34452,1839,409,654,4181,120332,1804,56474
9402:168,719,2715,1460,1326,5738,1205,2318,2337,4453
9420:518,245,1987,61,65,15,8,508,103,17
9431:2193,48958,787,53619,1652,32543,342,70585,27638,1109
9432:542,616,15,302,1196,486,564,654,483,861
9433:1352,1709,3704,3307,4444,4825,6379,2110,605,7422
9437:518,542,616,17,15,554,301,188,787,302
9442:81,780,3423,1535,1023,70,986,219,138,1749
9443:302,518,17,8,542,58,564,15,654,1023
9451:245,15,4268,103,2955,5117,999,2302,119,1023
9473:58,140,76,650,262,787,780,1126,17,616
9474:1131,1957,22,7624,814,3661,3842,4481,106,370
9486:1589,94680,15360,94987,24364,614,28752,3509,14047,115711
9487:654,518,787,17,15,302,8,616,564,61
9489:654,17,616,58,518,84,29,8,650,736
9494:17,84,508,564,518,616,302,245,402,361
9498:17,302,654,76,616,58,8,866,84,29
9499:962,1786,9721,546,13975,698,3065,16196,1133,10786
9500:616,17,654,302,8,76,289,518,101,542
9507:8794,52829,53415,37772,55235,25649,2172,62,1136,378
9514:1989,19244,36401,45791,63098,9961,85292,23317,17,302
9525:518,84,94,245,1382,616,8,354,2200,564
9528:17,354,15,654,616,564,302,8,84,787
9531:262,35368,6921,31773,107534,48825,50531,111569,51482,5663
9535:8102,10048,21640,41385,650,302,698,4,616,41249
9538:120,62,57043,285,861,191,52635,3101,6752,3404
9541:301,2696,353,962,563,46570,226,1744,3966,1126
9553:3741,30249,46703,59064,75784,47123,8933,10801,43001,3901
9568:2215,2543,311,7926,1011,5975,11855,203,13998,3695
9570:4994,17768,94177,72135,6207,373,9696,10029,99397,14947
9571:654,302,8,29,76,58,84,17,616,650
9573:76,564,8,518,58,542,650,654,787,736
9576:17,302,654,76,616,58,8,866,84,29
9580:1788,4414,238,11821,616,966,36128,15,755,3561
9590:654,542,58,15,546,76,616,302,327,103
9593:654,84,302,58,650,1102,301,29,518,8
9606:2140,1039,508,546,1023,6988,76,496,295,7217
9612:542,650,616,654,17,58,302,1535,62,518
9613:17,616,5567,364,787,1050,1535,70,65,518
9614:2944,3487,151,1127,71405,2514,32,1102,239,236
9630:616,542,302,17,654,58,554,508,61,8
9665:29,76,866,8,302,58,84,17,616,654
9666:2934,398,9629,11644,552,32850,6507,11588,27811,32772
9668:9289,17,302,654,76,616,58,8,866,84
9680:302,17,654,650,58,616,29,1140,84,1102
9685:58,17,616,654,542,518,285,62,650,1196
9693:17,518,654,1405,1511,58,650,8,486,15
9694:70,302,17,1023,654,354,542,616,58,76
9696:924,500,542,302,301,17,736,3977,565,70
9711:6720,6432,36868,7048,84537,18422,86488,9003,223,30169
9722:29,8,76,302,616,58,17,84,654,866
9727:698,17,364,76,542,1086,1400,518,15,226
9742:17,616,302,518,58,8,564,224,236,289
9745:1332,16127,1951,364,1511,616,654,302,2200,94
9752:2139,1002,16753,32401,46086,5961,179,67259,48960,5189
9753:2162,875,6450,6945,4420,48,1187,899,1827,3506
9755:17,654,616,542,58,518,656,1126,1405,101
9757:59623,301,8001,21879,35307,20801,23599,84,40597,17
9786:346,2166,12836,51530,14768,201,9748,61,103907,931
9808:3223,58,15,616,17,654,32,861,542,302
9810:23398,1122,1406,33683,33720,9448,16433,36443,22510,65938
9812:654,84,302,58,650,1102,301,29,518,8
9813:518,17,15,8,787,32,486,29,131,302
9818:17,302,654,76,616,58,8,866,84,29
9820:17,429,2733,837,39142,32,22091,9838,30472,542
9824:441,8928,1256,4513,1002,1340,4421,3506,3618,5083
9827:58,616,17,508,787,32,62,542,103,518
9831:168,984,661,76,1326,1528,2153,719,463,574
9834:542,650,616,654,17,58,302,1535,62,518
9837:654,17,616,58,518,84,29,8,650,736
9839:698,826,40,6303,2139,76,425,1970,358,25737
9840:17,4487,1703,1410,518,61,508,245,564,353
9864:302,17,29,654,15,6,402,182,58,616
9879:2302,245,21433,364,103,94,4967,131,15,1511
9890:654,17,61,70,542,650,29,616,58,131
9891:654,84,58,650,1102,301,29,518,8,1140
9892:17,245,542,3233,518,486,61,15,1603,58
9896:970,774,2714,2403,1827,2696,947,3506,48,899
9899:486,1405,1382,15,518,1119,17,496,1825,931
9900:1382,1023,616,18260,65,1535,17,736,70,45365
9911:616,17,84,654,245,542,167,1405,1196,7744
9926:84,17,654,8,736,518,302,354,70,650
9927:616,654,58,542,15,564,17,302,32,8
9929:17,245,15,364,616,654,508,1405,58,131
9944:20912,1164,44984,49920,56364,4462,83954,81161,21718,2547
9945:224,238,931,409,17,7146,226,76,81,891
9946:17,899,731,140,508,2292,48,2140,76,605
9961:415,2178,18218,18536,121204,63653,119109,104813,19621,91460
9984:29024,45073,46837,74617,12690,10548,14914,96683,17,302
10030:409,542,508,861,58,518,656,15,32,17
10040:238,1326,9265,297,8860,168,16188,429,7225,76
10050:131,7910,1580,12229,6230,3233,6347,201,17,4967
10051:409,51452,20351,7171,31850,35144,899,2162,76,654
10073:302,17,654,650,58,616,29,84,1102,1140
10078:17,302,654,76,616,58,8,866,84,29
10082:2127,13009,8216,674,518,1057,3755,690,56569,63127
10084:3183,17,302,654,76,616,58,8,866,84
10086:168,719,984,5767,1400,1326,661,564,8733,8860
10088:2312,31760,25466,17498,28632,23595,22059,5595,40142,31342
10090:1730,2139,5097,3568,17,500,890,94,40,654
10110:654,84,302,58,650,1102,301,29,518,8
10111:17,2265,361,2848,76,58,1344,654,2030,2153
10115:1245,245,8,97,182,224,21336,27113,4049,364
10117:17,718,74943,6708,39584,1109,15573,6759,774,2268
10130:36630,44617,52156,1084,60270,112822,12670,8727,2982,67907
10132:542,787,15,486,518,616,302,17,1405,496
10133:138,3610,16658,1884,698,9289,9043,76,4146,3613
10136:9722,6499,3006,29021,17,398,409,5725,12532,47931
10140:654,650,1475,5727,138,402,162,182,1140,6445
10148:219,19337,2100,1002,719,43505,245,1528,5301,81
10155:168,719,5738,984,463,1460,2642,574,2103,9265
10156:1460,168,1326,2582,1682,3789,710,984,76,17
10194:84,17,654,8,736,518,302,354,70,650
10196:17,302,58,84,1102,29,616,8,518,736
10200:245,17,4268,518,1987,58,616,650,65,15
10210:17,616,302,650,508,58,8,15,542,518
10233:65269,89230,17,302,654,76,616,58,8,866
10235:3060,84220,11847,10882,3282,40831,27335,100832,15078,54356
10236:65107,33195,2377,115685,13568,121642,605,34043,49842,49680
10237:84,17,654,8,736,518,302,354,70,650
10249:76,29,84,8,58,654,616,17,302,650
10254:654,17,616,58,736,162,302,1511,84,508
10267:17,84,518,302,114,8,1023,654,1102,6
10275:36706,17,302,654,76,616,58,8,866,84
10276:302,616,564,542,654,356,17,8,58,289
10279:616,29,302,8,76,654,866,58,17,84
10302:302,17,654,58,518,650,616,8,486,32
10303:1930,17,22218,76972,17448,496,947,38577,924,40
10304:302,1535,193,3,755,58,354,654,239,29798
10306:616,15,17,302,654,58,1196,61,787,542
10313:302,58,80368,13976,42977,616,7956,58581,28920,79194
10317:17,518,616,947,542,15,101,58,1403,70
10335:669,17,12968,398,3852,11973,6077,8820,6063,11718
10339:616,103,3233,518,17,542,15,8,508,245
10342:15,518,616,58,654,1405,131,2193,17,486
10346:51326,10880,57778,10003,31879,30545,104057,8167,17,302
10359:449,5860,2338,205,636,1239,1196,861,1550,8521
10364:542,17,245,1086,616,32,364,1405,1196,8
10366:17,29,616,322,654,302,650,1140,162,84
10371:508,65,1546,3112,17,31315,16995,38434,650,8226
10377:302,654,17,58,542,29,518,76,289,285
10378:8860,463,18935,97626,168,2153,17,302,654,76
10387:48539,53812,17,302,654,76,616,58,8,866
10388:58,17,616,654,302,289,29,554,86,564
10392:17,302,654,76,616,58,8,866,84,29
10408:840,2548,197,8069,10541,14793,17,245,736,27070
10420:17,616,564,61,285,302,15,58,245,8
10427:1277,162,3039,2776,3190,84574,29,12632,483,3855
10439:58,650,62,245,17,616,654,224,8,1140
10445:84,17,518,486,616,1102,302,654,554,542
10454:616,17,124,654,32,508,15,364,70,1403
10471:11209,5954,7411,33999,17,2566,612,56243,65,1102
10478:17,654,302,616,285,58,101,650,518,61
10479:564,70,68370,542,70299,787,30754,4996,5292,8
10480:17,542,15,61,518,654,1511,1196,650,302
10488:654,84,302,58,650,1102,301,29,518,8
10502:28605,22678,28760,11241,58923,41101,54099,3022,952,1790
10513:378,301,302,17,518,58,84,542,8,1790
10523:25649,12495,52829,65161,55235,41527,58,21486,3440,53415
10543:245,17,1987,65,58,61,508,518,1744,999
10554:17,302,654,76,616,58,8,866,84,29
10563:29,76,866,8,302,58,84,17,616,654
10564:4671,311,8759,2543,11855,2215,4625,8772,9435,862
10570:17,302,58,84,1102,29,616,8,518,736
10573:17,302,654,76,616,58,8,866,84,29
10580:17,654,302,1102,84,8,564,1023,518,616
10636:17,654,518,58,616,302,354,363,8,285
10655:17,518,616,8,654,58,302,542,354,289
10691:542,17,103,61,902,616,32,1403,518,15
10693:302,654,17,616,518,650,8,285,486,29
10698:29,17,58,542,483,1196,302,486,654,15
10707:76,29,84,8,58,654,616,17,302,650
10710:17,58,62,654,650,616,787,302,224,518
10726:69494,22655,11497,5767,23402,1885,888,96121,13570,33807
10747:168,719,2715,1460,1326,5738,1205,2318,2337,4453
10758:518,17,58,1405,542,654,3233,1126,289,486
10770:603,5975,25145,2510,76,17316,5319,911,9054,7926
10779:29,84,58,8,17,302,654,616,76,650
10794:616,302,17,654,58,861,787,394,76,190
10801:650,17,616,58,787,302,1344,1196,496,518
10807:518,1389,17,542,1119,1057,103,295,1126,1196
10820:5303,58,17,1822,4032,3393,654,302,1050,485
10842:168,719,2715,1460,1326,5738,1205,2318,2337,4453
10843:654,616,787,8,94,17,58,518,245,354
10844:698,2429,1462,508,119,1913,6472,5398,1508,2140
10845:17646,3372,87209,10492,23245,57841,15020,3672,19871,10770
10854:20390,78928,13566,34090,54897,51617,76022,32321,66003,89080
10858:15224,13633,11381,10043,5389,2292,73603,1535,12653,25173
10871:17,32,15,8,654,616,58,542,483,402
10892:9318,674,1703,6,11861,17,65,2162,25784,45337
10905:17,302,654,76,616,58,8,866,84,29
10908:518,302,17,508,2193,15,1405,32,70,101
10913:616,542,84,17,302,1359,76,1023,65,10695
10920:564,15,1535,61,542,787,364,1196,58,518
10955:4967,736,4268,302,245,354,15,94,103,58
10956:29,84,58,8,17,302,654,616,76,650
10968:616,302,17,486,542,736,518,654,15,6
10991:654,61,564,17,15,76,508,245,873,2139
10999:698,2778,2600,3214,2139,76,226,2733,500,1682
11000:81,780,16404,2241,1749,3137,22597,229,226,3423
11022:518,17,8,15,103,245,902,3233,58,542
11034:654,17,616,58,518,84,29,8,650,736
11037:518,17,363,302,65,1405,2193,654,301,15
11047:17,15,616,518,486,245,32,542,6243,61
11055:17,302,654,76,616,58,8,866,84,29
11099:8,58,61,542,944,518,17,616,787,84
11105:518,302,17,508,2193,15,1405,32,70,101
11110:44,3137,22365,32148,2935,780,17,18751,18931,2140
11118:19050,15116,14612,13660,3137,9790,27788,109364,1991,6475
11132:17,182,8,58,518,245,616,84,302,1744
11134:518,302,1405,616,542,17,8,6,15,32
11135:518,616,15,654,58,302,2193,17,101,787
11149:654,84,302,58,650,1102,301,29,518,8
11150:533,311,5975,8772,7622,13420,3034,7926,306,2051
11193:8,616,17,564,224,1050,182,364,3323,429
11211:993,26128,1176,26741,63771,41980,47174,102437,113297,2809
11222:19544,76,34240,17,13660,30759,17726,63192,56320,947
11228:86264,508,7854,48857,7460,11318,2302,40796,20330,1208
11240:17,302,654,76,616,58,8,866,84,29
11259:17,302,654,76,616,58,8,866,84,29
11264:17,3439,542,6007,20097,4470,1287,4364,42799,21815
11273:654,17,616,58,518,84,29,8,650,736
11278:273,302,654,58,616,1832,736,76,4032,395
11279:32758,3132,17,302,654,76,616,58,8,866
11280:17,302,654,76,616,58,8,866,84,29
11287:899,1187,48,2789,1594,3389,245,875,84,32
11332:168,31188,6545,52228,108417,45782,986,15484,23773,3484
11360:17,302,654,76,616,58,8,866,84,29
11363:2292,616,17,76,226,1462,358,2967,138,1804
11378:17,1196,76,486,654,4181,616,32,542,15
11388:236,238,4267,12350,51943,43418,48990,616,45,302
11394:1606,2140,36331,1190,5149,8587,3967,1405,68986,518
11404:616,17,654,302,8,76,289,518,285,101
11414:17,302,6,616,654,32,15,61,301,119
11418:1405,931,4372,1382,2140,3730,518,4542,2193,84
11419:17,327,518,58,1405,301,3162,2200,363,1023
11426:236,17,654,12253,776,84,14750,302,542,10075
11427:4575,76,12332,25910,3054,226,10048,3477,367,2139
11428:302,6,654,17,283,84,542,787,554,101
11431:17,302,654,76,616,58,8,866,84,29
11437:719,262,168,616,1790,76,1196,302,1987,1124
11439:1164,36819,9421,757,55364,327,60218,9163,6113,23692
11444:616,17,518,15,8,654,84,58,861,650
11458:14220,47000,17800,10258,7907,7809,24893,658,9716,483
11462:17,15,65,725,542,322,1951,787,301,245
11463:542,17,1196,58,8,654,564,84,15,1405
11484:409,542,508,861,58,518,656,15,32,17
11507:17,8,542,518,58,245,554,301,654,302
11510:654,62,58,238,518,616,17,787,245,486
11511:873,931,168,1276,719,431,4697,1539,2715,1460
11525:616,58,542,518,1196,17,1511,394,302,8
11529:29,37343,4721,17,60938,354,8281,1567,97,8870
11535:654,84,302,58,650,1102,301,29,518,8
11537:3378,10178,6607,186,45191,38292,75721,77977,83810,40356
11538:61,15,654,17,32,302,402,58,301,322
11540:4600,48654,5145,44680,19065,13894,1152,560,14762,70402
11552:654,84,302,58,650,1102,301,29,518,8
11554:931,245,226,17,76,710,10041,1352,1126,1987
11558:1388,1410,5699,3184,2115,165,736,1002,103,4292
11569:17,302,61,542,654,8,787,650,58,29
11584:17,654,302,1102,84,8,564,1023,518,616
11586:17,654,542,302,564,8,650,15,616,32
11603:654,302,58,17,84,162,542,285,616,289
11606:654,84,302,58,650,1102,301,29,518,8
11614:5598,6098,236,96,29,37507,301,25727,70,4699
11616:6356,4547,30727,88357,83422,1795,45604,2548,2338,2223
11651:17,654,302,616,285,58,101,650,518,61
11657:17,654,483,84,616,15,58,8,20954,32
11660:654,17,616,58,518,84,29,8,650,736
11670:17,616,302,58,182,29,654,650,891,62
11676:58,542,654,780,70,302,1535,1023,17,138
11685:17,483,302,654,1511,616,490,6,15,58
11699:866,361,238,698,262,2139,500,358,409,901
11700:29,84,58,8,17,302,654,616,76,650
11716:654,84,302,58,650,1102,301,29,518,8
11719:378,7006,302,76,17,1991,508,84,8,1196
11723:616,58,654,302,322,17,245,61,564,363
11738:56530,44231,24262,1460,25344,99579,17,302,654,76
11749:81,14059,550,12727,16404,8588,1888,8511,140,13544
11775:84,616,8,29,866,302,654,76,17,58
11781:302,58,17,654,616,162,29,861,650,6
11788:17,616,58,302,15,363,901,654,70,542
11795:3131,84,2008,508,8384,17093,32021,3618,76,302
11799:17,302,654,76,616,58,8,866,84,29
11818:17,32,616,999,518,58,542,84,787,15
11825:17,654,518,70,84,354,302,616,15,289
11835:17,302,58,84,1102,29,616,8,518,736
11836:135,1326,168,175,352,12984,2155,1069,31171,10267
11838:70,518,1382,1405,508,1023,17,84,947,8
11839:10345,1804,51014,94970,1262,12988,3521,3429,97455,105761
11843:1208,1527,7358,4568,1352,3107,1744,2083,4755,124
11844:8741,31759,23356,58,36220,1456,3214,79048,35313,51436
11847:441,4513,17,8,302,508,245,2292,564,616
11851:168,719,2715,1460,1326,5738,1205,2318,2337,4453
11856:654,302,17,58,238,61,62,542,508,616
11863:17,302,654,76,616,58,8,866,84,29
11864:17,302,654,76,616,58,8,866,84,29
11865:17,654,518,238,301,354,542,302,70,616
11883:35382,13183,8364,225,14797,11825,17,302,654,76
11884:7228,16680,93366,7680,2292,4194,1951,6916,14171,21849
11885:17,8,245,58,616,554,1002,518,508,76
11892:33502,4118,18939,35177,20609,25751,57613,36323,25366,41183
11893:654,17,616,564,76,65,58,518,8,289
11896:302,654,616,76,17,508,245,518,15,58
11910:654,84,302,58,650,1102,301,29,518,8
11913:17,654,302,616,787,285,301,542,65,58
11922:302,654,17,616,518,650,8,285,486,29
11928:542,17,1196,58,8,654,564,84,15,1405
11929:17,654,518,58,616,302,354,8,285,84
11939:508,17,616,1804,1023,70,564,8,262,429
11956:654,17,616,58,518,84,29,8,650,736
11962:542,17,1405,508,76,1023,564,1382,1410,1276
11968:302,17,15,616,518,58,238,542,245,654
11972:1681,3234,10247,22459,1407,16864,98654,591,3288,84
11979:500,81,698,76,564,780,1344,58,616,262
11983:302,8,29,76,616,17,58,84,654,866
11988:654,84,302,58,650,1102,301,29,518,8
11990:873,931,168,1276,719,431,4697,1539,2715,1460
11996:8725,5419,10732,48867,1939,69534,47707,62211,49866,109852
11999:1744,245,508,1002,4268,1050,710,500,65,8
12008:17,654,58,518,302,15,1196,902,8,616
12010:2548,17,947,1382,245,103,616,363,564,901
12011:7826,650,4685,54117,54510,3802,2059,5672,85085,88023
12027:17,58,654,302,289,518,61,542,787,8
12028:17,486,518,861,483,1196,616,62,58,238
12037:58,17,61,8,15,654,542,616,6,32
12047:518,327,787,101,656,17,1405,654,616,188
12050:654,302,17,616,518,650,8,285,486,29
12067:1651,4146,8783,10302,6901,48431,4093,26437,684,10692
12084:302,654,17,616,518,650,8,285,486,29
12094:168,463,719,984,1400,135,16956,2642,4877,8860
12130:29,76,8,58,84,302,616,654,17,866
12170:302,616,564,542,654,356,17,8,58,289
12199:29,84,58,8,17,302,654,616,76,650
12211:16658,1651,6901,2528,12093,10692,40,2354,9043,70
12213:33950,5739,40,13496,17,302,654,76,616,58
12232:17,654,518,58,616,302,354,363,8,285
12234:245,17,364,15,1405,931,564,402,6,353
12235:29,616,58,674,654,17,302,364,1245,692
12237:10291,17,30139,2337,20288,3307,4008,2626,40898,5567
12239:17,245,402,564,500,363,508,76,1099,262
12263:245,518,5117,103,4268,1126,1987,999,15,2302
12268:46,16995,32098,2081,54551,68416,670,38891,14993,3613
12271:508,500,17,1050,364,70,94,131,15,226
12272:518,103,2955,1786,165,24248,4798,5699,2101,4268
12296:542,1471,518,17,245,1119,1126,787,496,2302
12310:17,654,302,301,84,787,8,1102,616,289
12327:58,654,302,162,542,17,616,245,554,564
12328:899,17,1187,245,131,496,76,1023,508,650
12356:17,8,546,58,518,84,654,542,6,238
12360:238,1266,15,441,58,624,6916,79782,17,353
12364:518,17,58,1405,542,654,3233,1126,289,486
12373:538,4,41385,10048,41249,8102,14890,698,19795,23051
12375:969,6690,36394,18445,13893,56781,5540,29969,84013,75902
12376:2549,17920,11976,5784,4339,39066,93182,1435,47388,103272
12379:508,17,327,6793,65,1287,1405,1023,5567,511
12406:2600,1787,48628,14416,1578,2944,33063,505,168,2778
12416:17,138,32,616,301,1535,61,654,8,787
12428:17,302,654,76,616,58,8,866,84,29
12433:654,518,302,1549,238,94,542,245,15,616
12443:518,17,58,1405,542,654,3233,1126,289,486
12453:48,17,84,245,508,518,354,496,302,70
12464:616,103,3233,518,17,542,15,8,508,245
12467:245,17,518,15,1405,1987,131,354,736,1511
12474:2082,11967,678,15047,953,7190,8213,34817,37364,67799
12480:17,654,58,736,616,542,2430,5542,302,483
12496:2924,1406,1122,33683,33720,16433,36443,22510,65938,2744
12498:17,302,654,76,616,58,8,866,84,29
12505:3131,1682,2008,780,4737,40,787,54962,6191,1419
12512:654,84,302,58,650,1102,301,29,518,8
12531:518,1196,302,616,58,654,17,486,542,238
12532:55860,93074,5282,17,302,654,76,616,58,8
12533:58,616,654,17,302,1140,32,15,542,4904
12534:678,4138,20096,115121,18370,29546,33008,3683,50937,51633
12536:84,17,518,486,616,1102,302,654,554,542
12540:654,17,616,58,518,84,29,8,650,736
12541:17,1023,518,302,616,654,736,84,496,1102
12544:18,654,17,1267,1578,564,182,10071,787,2302
12549:17,654,354,302,58,1023,301,76,1462,138
12552:17,15,58,518,1405,542,402,245,1511,8
12555:81,698,1023,2139,986,2275,508,780,1535,1987
12556:29,17,84,654,58,302,15,364,542,190
12559:899,17,1187,245,131,496,76,1023,508,650
12562:12637,48208,9354,88524,3309,140,64,4914,74052,67574
12564:654,61,542,2030,787,15,58,1403,17,616
12568:29,84,58,8,17,302,654,616,76,650
12573:654,17,61,32,58,518,8,302,616,15
12587:616,17,61,32,245,787,654,3101,8,15
12595:245,1097,140,226,40369,1164,262,65846,13860,826
12601:418,508,25779,63505,46860,76332,7984,78581,13644,5990
12604:518,654,76,542,245,17,15,65,58,616
12616:11644,9629,17,238,398,616,302,2447,5598,8
12622:62,285,17,650,199,302,596,564,654,6
12628:8471,62866,122304,4305,17,302,654,76,616,58
12630:61,518,17,1511,58,1987,245,302,15,301
12642:616,17,61,518,542,508,15,302,238,402
12660:17,302,616,1196,8,58,486,861,554,289
12662:21627,59585,5120,61,14092,616,29030,103,31555,65429
12663:236,302,58,2338,953,654,76,3448,16597,14941
12669:1305,1200,48750,51524,50145,95055,84,398,1109,1057
12676:75173,69173,14113,98443,62238,29165,16962,15971,89994,12631
12700:774,245,1524,2714,1827,508,2696,441,353,2403
12701:84,902,17,1023,8,103,542,302,656,616
12723:17,8,245,616,58,554,1002,518,508,76
12725:14176,38678,74587,26005,1901,136,1184,112372,7514,1208
12739:12039,129,24645,28894,64807,104247,17,86514,3886,40468
12753:17,302,84,8,58,518,654,1102,285,363
12754:5124,36233,4177,12722,72017,4422,7225,2342,8213,6347
